2018-10-1,永靖鄉,包心白 包白,18,15,10,15.3,3577
2018-10-1,永靖鄉,扁蒲 長形,18,12,8,12,31772
2018-10-1,永靖鄉,胡瓜 改良種,20,12,10,12.4,994
2018-10-1,永靖鄉,蕹菜 大葉,25,17,12,17.1,31500
2018-10-1,永靖鄉,絲瓜,34,22,15,22.6,5723
2018-10-1,永靖鄉,花椰菜 青梗,45,40,31,40.7,181
2018-10-1,永靖鄉,茄子 麻荸茄,50,37,20,37.8,60.5
2018-10-1,永靖鄉,苦瓜 青大米,62,50,39,50.4,12520
2018-10-1,永靖鄉,菜豆 青色,68,57,37,57.2,504
2018-10-1,西螺鎮,蘿蔔 矸仔 未洗,16.7,13.4,8.4,13.1,18690
2018-10-1,西螺鎮,扁蒲 花蒲,16.8,12.2,6,11.9,13751
2018-10-1,西螺鎮,蘿蔔 進口,22.5,17.5,12.5,17.5,34820
2018-10-1,西螺鎮,冬瓜 白皮,23,20,13,19.2,17523
2018-10-1,西螺鎮,洋蔥 進口,25,22.5,14.2,21.3,6472
2018-10-1,西螺鎮,小白菜 土白菜 未洗,25,19.7,10,19.1,6680
2018-10-1,西螺鎮,扁蒲 梨子蒲,25,20,10,19,12658
2018-10-1,西螺鎮,包心白 包白,25.6,22.3,15,21.2,36834
2018-10-1,西螺鎮,玉米 甜軟殼,26.7,20,8.4,19.2,31245
2018-10-1,西螺鎮,甘薯 臺農57號,26.7,20,8.4,19,14310
2018-10-1,西螺鎮,蕹菜 小葉,28.2,20,10,19.7,27419
2018-10-1,西螺鎮,胡蘿蔔 清洗,31.9,27,20,26.6,25673
2018-10-1,西螺鎮,油菜,32.4,24.2,15,24.1,15252
2018-10-1,西螺鎮,小白菜 蚵仔白,32.5,24.9,15,24.5,19109
2018-10-1,西螺鎮,馬鈴薯 本產,33.4,29.2,16.7,27.5,17928
2018-10-1,西螺鎮,青江白菜 小梗,35,26.7,15,26.1,20656
2018-10-1,西螺鎮,胡瓜 黑刺,36.3,24.8,12.5,24.9,20757
2018-10-1,西螺鎮,絲瓜,38.9,25,11.2,25,31785
2018-10-1,西螺鎮,韭菜 白頭,38.9,38.9,38.9,38.9,3813
2018-10-1,西螺鎮,芥藍菜,39.2,28,17.5,28.4,8640
2018-10-1,西螺鎮,芥菜 小芥菜,39.9,27.4,17.5,28,3931
2018-10-1,西螺鎮,青蔥 北蔥,42.1,33.4,16.7,31.8,6444
2018-10-1,西螺鎮,花胡瓜,50,36,20,35.6,12800
2018-10-1,西螺鎮,花椰菜 青梗,50,42.5,25,40.5,37656
2018-10-1,西螺鎮,芋 檳榔心芋,53.4,45,23.4,42.4,13620
2018-10-1,西螺鎮,茄子 麻荸茄,55.3,33.3,19.5,35,19232
2018-10-1,西螺鎮,甘藍 初秋,59.1,39.9,26.7,41.2,151236
