1,2018-10-01T09:00,2018-10-01T09:00:36,2.16
2,2018-10-01T09:00,2018-10-01T09:02:23,8.58
3,2018-10-01T09:00:01,2018-10-01T09:00:21,1.2
4,2018-10-01T09:00:01,2018-10-01T09:03:42,13.26
5,2018-10-01T09:00:01,2018-10-01T09:00:20,1.14
6,2018-10-01T09:00:01,2018-10-01T09:02:43,9.719999999999999
7,2018-10-01T09:00:02,2018-10-01T09:00:26,1.44
8,2018-10-01T09:00:02,2018-10-01T09:04:13,15.059999999999999
9,2018-10-01T09:00:02,2018-10-01T09:00:43,2.46
10,2018-10-01T09:00:02,2018-10-01T09:04:40,16.68
11,2018-10-01T09:00:02,2018-10-01T09:01:15,4.38
12,2018-10-01T09:00:02,2018-10-01T09:01:11,4.14
13,2018-10-01T09:00:03,2018-10-01T09:01:56,6.779999999999999
14,2018-10-01T09:00:03,2018-10-01T09:00:04,0.06
15,2018-10-01T09:00:03,2018-10-01T09:03:10,11.219999999999999
16,2018-10-01T09:00:03,2018-10-01T09:03:55,13.92
17,2018-10-01T09:00:03,2018-10-01T09:03:47,13.44
18,2018-10-01T09:00:03,2018-10-01T09:00:24,1.26
19,2018-10-01T09:00:04,2018-10-01T09:03:40,12.959999999999999
20,2018-10-01T09:00:04,2018-10-01T09:01:05,3.6599999999999997
21,2018-10-01T09:00:05,2018-10-01T09:00:59,3.2399999999999998
22,2018-10-01T09:00:05,2018-10-01T09:03:31,12.36
23,2018-10-01T09:00:05,2018-10-01T09:02:57,10.32
24,2018-10-01T09:00:05,2018-10-01T09:02:14,7.739999999999999
25,2018-10-01T09:00:05,2018-10-01T09:03:13,11.28
26,2018-10-01T09:00:05,2018-10-01T09:04:19,15.24
27,2018-10-01T09:00:06,2018-10-01T09:01:21,4.5
28,2018-10-01T09:00:06,2018-10-01T09:04,14.04
29,2018-10-01T09:00:06,2018-10-01T09:03:05,10.74
30,2018-10-01T09:00:06,2018-10-01T09:02:02,6.96
31,2018-10-01T09:00:06,2018-10-01T09:04:46,16.8
32,2018-10-01T09:00:06,2018-10-01T09:04:16,15.0
33,2018-10-01T09:00:06,2018-10-01T09:04:26,15.6
34,2018-10-01T09:00:07,2018-10-01T09:04:48,16.86
35,2018-10-01T09:00:07,2018-10-01T09:02:21,8.04
36,2018-10-01T09:00:07,2018-10-01T09:04:17,15.0
37,2018-10-01T09:00:07,2018-10-01T09:02:55,10.08
38,2018-10-01T09:00:07,2018-10-01T09:04:34,16.02
39,2018-10-01T09:00:07,2018-10-01T09:05:03,17.759999999999998
40,2018-10-01T09:00:07,2018-10-01T09:04:08,14.459999999999999
41,2018-10-01T09:00:07,2018-10-01T09:02:11,7.4399999999999995
42,2018-10-01T09:00:08,2018-10-01T09:03:06,10.68
43,2018-10-01T09:00:08,2018-10-01T09:04:26,15.479999999999999
44,2018-10-01T09:00:09,2018-10-01T09:03:33,12.24
45,2018-10-01T09:00:09,2018-10-01T09:03:10,10.86
46,2018-10-01T09:00:09,2018-10-01T09:04:17,14.879999999999999
47,2018-10-01T09:00:09,2018-10-01T09:01:06,3.42
48,2018-10-01T09:00:10,2018-10-01T09:04:58,17.28
49,2018-10-01T09:00:10,2018-10-01T09:01:17,4.02
50,2018-10-01T09:00:10,2018-10-01T09:02:48,9.48
51,2018-10-01T09:00:11,2018-10-01T09:04:37,15.959999999999999
52,2018-10-01T09:00:11,2018-10-01T09:03,10.139999999999999
53,2018-10-01T09:00:11,2018-10-01T09:01:52,6.06
54,2018-10-01T09:00:11,2018-10-01T09:01:45,5.64
55,2018-10-01T09:00:11,2018-10-01T09:03:46,12.9
56,2018-10-01T09:00:12,2018-10-01T09:00:14,0.12
57,2018-10-01T09:00:12,2018-10-01T09:00:39,1.6199999999999999
58,2018-10-01T09:00:13,2018-10-01T09:02:12,7.14
59,2018-10-01T09:00:13,2018-10-01T09:00:23,0.6
60,2018-10-01T09:00:13,2018-10-01T09:00:13,0.0
61,2018-10-01T09:00:13,2018-10-01T09:00:29,0.96
62,2018-10-01T09:00:14,2018-10-01T09:02:22,7.68
63,2018-10-01T09:00:14,2018-10-01T09:03:22,11.28
64,2018-10-01T09:00:14,2018-10-01T09:05:12,17.88
65,2018-10-01T09:00:14,2018-10-01T09:02:59,9.9
66,2018-10-01T09:00:15,2018-10-01T09:04:14,14.34
67,2018-10-01T09:00:15,2018-10-01T09:01:42,5.22
68,2018-10-01T09:00:15,2018-10-01T09:04:45,16.2
69,2018-10-01T09:00:15,2018-10-01T09:00:58,2.58
70,2018-10-01T09:00:15,2018-10-01T09:01:19,3.84
71,2018-10-01T09:00:16,2018-10-01T09:04:34,15.479999999999999
72,2018-10-01T09:00:16,2018-10-01T09:04:31,15.299999999999999
73,2018-10-01T09:00:16,2018-10-01T09:01:33,4.62
74,2018-10-01T09:00:16,2018-10-01T09:01:21,3.9
75,2018-10-01T09:00:16,2018-10-01T09:00:35,1.14
76,2018-10-01T09:00:16,2018-10-01T09:05:12,17.759999999999998
77,2018-10-01T09:00:16,2018-10-01T09:04:45,16.14
78,2018-10-01T09:00:17,2018-10-01T09:01:55,5.88
79,2018-10-01T09:00:17,2018-10-01T09:02:41,8.64
80,2018-10-01T09:00:17,2018-10-01T09:05:10,17.58
81,2018-10-01T09:00:18,2018-10-01T09:04:03,13.5
82,2018-10-01T09:00:18,2018-10-01T09:03:16,10.68
83,2018-10-01T09:00:18,2018-10-01T09:01:22,3.84
84,2018-10-01T09:00:18,2018-10-01T09:01:48,5.3999999999999995
85,2018-10-01T09:00:18,2018-10-01T09:01:54,5.76
86,2018-10-01T09:00:19,2018-10-01T09:02:20,7.26
87,2018-10-01T09:00:19,2018-10-01T09:00:43,1.44
88,2018-10-01T09:00:19,2018-10-01T09:01:47,5.279999999999999
89,2018-10-01T09:00:19,2018-10-01T09:04:10,13.86
90,2018-10-01T09:00:19,2018-10-01T09:04:04,13.5
91,2018-10-01T09:00:19,2018-10-01T09:02:38,8.34
92,2018-10-01T09:00:20,2018-10-01T09:04:53,16.38
93,2018-10-01T09:00:20,2018-10-01T09:01:41,4.859999999999999
94,2018-10-01T09:00:20,2018-10-01T09:03:38,11.879999999999999
95,2018-10-01T09:00:20,2018-10-01T09:01:41,4.859999999999999
96,2018-10-01T09:00:20,2018-10-01T09:02:12,6.72
97,2018-10-01T09:00:21,2018-10-01T09:00:41,1.2
98,2018-10-01T09:00:21,2018-10-01T09:02:01,6.0
99,2018-10-01T09:00:21,2018-10-01T09:04:26,14.7
100,2018-10-01T09:00:21,2018-10-01T09:04:44,15.78
101,2018-10-01T09:00:22,2018-10-01T09:01:09,2.82
102,2018-10-01T09:00:22,2018-10-01T09:02:48,8.76
103,2018-10-01T09:00:22,2018-10-01T09:03:52,12.6
104,2018-10-01T09:00:23,2018-10-01T09:01:30,4.02
105,2018-10-01T09:00:23,2018-10-01T09:03:54,12.66
106,2018-10-01T09:00:23,2018-10-01T09:01:45,4.92
107,2018-10-01T09:00:23,2018-10-01T09:03:50,12.42
108,2018-10-01T09:00:23,2018-10-01T09:01:47,5.04
109,2018-10-01T09:00:23,2018-10-01T09:03:26,10.98
110,2018-10-01T09:00:23,2018-10-01T09:04:47,15.84
111,2018-10-01T09:00:24,2018-10-01T09:04:45,15.66
112,2018-10-01T09:00:24,2018-10-01T09:00:58,2.04
113,2018-10-01T09:00:24,2018-10-01T09:05:20,17.759999999999998
114,2018-10-01T09:00:24,2018-10-01T09:01:06,2.52
115,2018-10-01T09:00:25,2018-10-01T09:01:25,3.5999999999999996
116,2018-10-01T09:00:25,2018-10-01T09:04,12.9
117,2018-10-01T09:00:26,2018-10-01T09:03:50,12.24
118,2018-10-01T09:00:26,2018-10-01T09:02:52,8.76
119,2018-10-01T09:00:26,2018-10-01T09:01:55,5.34
120,2018-10-01T09:00:26,2018-10-01T09:04:20,14.04
121,2018-10-01T09:00:26,2018-10-01T09:00:55,1.74
122,2018-10-01T09:00:26,2018-10-01T09:04:11,13.5
123,2018-10-01T09:00:27,2018-10-01T09:05:25,17.88
124,2018-10-01T09:00:27,2018-10-01T09:04:09,13.32
125,2018-10-01T09:00:27,2018-10-01T09:02:17,6.6
126,2018-10-01T09:00:27,2018-10-01T09:01:43,4.56
127,2018-10-01T09:00:27,2018-10-01T09:01:20,3.1799999999999997
128,2018-10-01T09:00:27,2018-10-01T09:02:43,8.16
129,2018-10-01T09:00:28,2018-10-01T09:03:28,10.799999999999999
130,2018-10-01T09:00:28,2018-10-01T09:05:25,17.82
