120001,蔡小芳,F,69,288.0
120002,張小瑋,F,50,181.0
120003,王小雅,F,84,292.0
120004,黃小翔,M,76,316.0
120005,林小宇,F,58,267.0
120006,唐小棋,F,89,288.0
120007,張小文,F,57,294.0
120008,應小峰,M,68,292.0
120009,賀小夫,M,63,281.0
120010,游小馨,F,81,327.0
120011,林小煌,M,77,307.0
120012,孫小庭,F,98,284.0
120013,黃小嘉,F,70,283.0
120014,楊小葳,F,87,304.0
120015,李小秀,F,55,297.0
120016,陳小柔,F,100,342.0
120017,林小君,F,65,284.0
120018,謝小婷,F,71,253.0
120019,郭小文,F,61,264.0
120020,方小婷,F,86,304.0
120021,洪小寧,F,73,227.0
120022,莊小郁,F,71,286.0
120023,陳小政,M,54,259.0
120024,徐小倫,M,51,262.0
120025,邱小傑,M,82,277.0
120026,何小運,M,76,255.0
120027,劉小瑩,F,75,224.0
120028,王小琳,F,55,254.0
120029,徐小容,F,63,274.0
120030,何小瑩,F,96,256.0
120031,黃小菁,F,84,314.0
120032,陳小貞,F,69,243.0
120033,賴小勻,F,80,253.0
120034,沈小蓁,F,47,209.0
120035,朱小穎,F,72,283.0
120036,蕭小佑,F,63,257.0
120037,余小儒,F,68,249.0
120038,呂小倫,F,65,271.0
120039,林小芳,F,90,346.0
120040,程小雯,F,85,295.0
120041,陳小霖,F,85,276.0
120042,林小婷,F,57,308.0
120043,徐小平,F,86,309.0
120044,郭小妤,F,73,274.0
120045,陳小妤,F,69,295.0
120046,羅小文,F,56,245.0
120047,陳小鳴,M,73,272.0
120048,黃小庭,F,55,249.0
120049,蔡小芹,F,53,320.0
120050,丁小馨,F,61,279.0
120051,黃小斌,M,61,277.0
120052,廖小文,M,49,251.0
120053,張小娟,F,63,281.0
120054,周小儒,F,54,226.0
120055,張小葳,F,78,284.0
120056,何小華,M,85,319.0
120057,陳小好,F,83,300.0
120058,張小鈴,F,73,298.0
120059,林小瑩,F,65,280.0
120060,葉小盈,F,77,304.0
120061,李小雯,F,100,342.0
120062,蔡小文,F,82,302.0
120063,賴小戎,F,97,322.0
120064,賴小彤,F,87,322.0
120065,吳小唐,F,61,340.0
120066,張小琪,F,73,316.0
120067,王小葦,F,62,271.0
120068,徐小穎,F,67,292.0
120069,王小蕾,F,68,320.0
120070,廖小君,F,57,297.0
120071,湯小萍,F,90,321.0
120072,黃小倫,M,70,310.0
120073,林小萱,F,55,294.0
120074,林小穎,F,76,297.0
120075,范小銘,M,60,256.0
120076,黃小婕,F,73,299.0
120077,施小吟,F,94,373.0
120078,劉小萱,F,82,312.0
120079,謝小峮,F,69,237.0
120080,許小皓,M,67,257.0
120081,許小鴻,M,100,320.0
120082,陳小儀,F,91,328.0
120083,張小瑋,M,83,273.0
120084,鄭小倢,F,60,291.0
120085,李小芳,F,76,327.0
120086,宋小萱,F,83,298.0
120087,李小謀,M,52,305.0
120088,許小晶,F,68,301.0
120089,許小嫣,F,88,292.0
120090,陳小樺,F,75,288.0
120091,阮小凱,M,70,270.0
120092,陳小君,F,58,272.0
120093,王小月,F,62,236.0
120094,曾小樺,F,62,286.0
120095,聞小雯,F,59,232.0
120096,謝小伶,F,90,343.0
120097,王小捷,F,78,262.0
120098,陳小穎,F,83,285.0
120099,蔡小庭,F,78,252.0
120100,蕭小安,F,43,259.0
120101,劉小瑄,F,65,292.0
120102,黃小可,F,91,327.0
120103,柯小文,F,78,314.0
120104,陳小柔,F,76,322.0
120105,許小翎,F,79,303.0
120106,馬小鴻,M,82,305.0
120107,陳小如,F,71,299.0
120108,施小妤,F,84,286.0
120109,黃小晴,F,70,281.0
120110,林小鋒,M,90,294.0
120111,陳小雅,F,87,302.0
120112,王小博,M,70,285.0
120113,曾小雯,F,71,278.0
120114,張小瑋,F,89,347.0
120115,鄭小俐,F,65,280.0
120116,沈小綺,F,100,370.0
120117,高小盈,F,76,301.0
120118,蕭小雯,F,62,237.0
120119,許小邦,M,60,255.0
120120,戴小潔,F,88,323.0
120121,章小云,F,60,239.0
120122,王小吟,F,60,287.0
